"sales"
79.551
2441.459
4614.669
317.711
563.579
3777.068
1343
1.622
1732.572
0.006
20314
558.396
1088.385
31.64
29.226
16987.424
0.982
144.125
64.712
0.233
323.264
513.4
2.337
855.847
690.848
46.021
97.524
8683.5
289.956
0.038
3430.287
138074
1394.86
2024.13
163.837
77573.016
47.754
20103.561
2158.541
687.3
310.575
157.608
24844.915
959.346
0.044
12702
6300.4
1340
18790
353.886
32.053
714.338
263.067
4681.691
16234
0.312
7305
332.525
103743.261
783.273
195.381
0.022
1373.212
0.676
0.171
103.748
39.48
35.535
7.278
8.132
8.949
56.472
10.486
3.1
13136
122.668
102933.264
29346.514
8.742
4.37
17.162
0.123
190.181
3.068
4.641
68.482
162567.398
17.491
10.531
4815.761
20.181
1365.581
31.403
439.809
3480.117
8891
13.088
2204.5
0.744
15.85
11.884
25.548
0.862
4.753
30.082
0.553
5.28
14.543
128.511
23.76
272.746
0.085
0.016
13.791
23384.434
28.99
1.892
57.23
10.901
49.592
0.971
78.424
10.187
110.896
64.975
0.561
0.019
107.656
111.594
17389.593
329.459
58.035
1.431
920.6
8.345
18468.285
16.105
0.142
72.113
427.964
3.993
101.308
30.907
0.135
0.387
10.172
21.884
125.733
38.784
101791.804
0.134
11.964
288.17
2.274
22.502
80.071
75.443
409.776
167.012
1718.231
2.737
687.906
0.731
226.835
402.314
1.334
0.617
1214.803
25.408
516.521
3354
0.004
249484
18.512
24.276
13.679
265.356
141.738
107.135
50.27
0.049
0.942
157.584
1380.9
18.796
68.779
16.857
71.095
0.098
653.151
94.692
19.508
19.755
11.923
0.006
2816.5
10076.047
1800.3
2888
0.226
6.581
0.05
0.3
2094
82.217
1857.36
51.099
17.034
1046.603
0.211
985.737
28.928
8.742
229.681
2.182
703.129
1731.143
525.253
361.224
48607
11.914
0.026
3
2511.983
0.048
0.2
8.894
0.38
199.16
216.898
3483.7
1365.271
28.867
321.14
2.19
25.935
75.366
449.049
18.345
2435.449
21.341
2382.531
17.088
886.014
730.491
151.054
0.977
3.64
15.828
10.672
2288.124
31.457
12.757
140.183
2506.467
36.418
4747.741
490.079
729.083
56.43
114.01
482.746
29.041
1.726
17886.52
664.466
1386.447
323.648
18.995
549.167
2104.745
374.855
508.028
17424
938.509
3764.9
147.285
502.721
1377.058
2190.1
1297.5
432.911
2246.428
1211.975
1038.159
6932.199
33.825
236523.425
14.467
0.242
1635.686
734.334
3539.8
84.117
0.168
24866
103.773
38.552
2.52
158.811
11201.688
442.921
171.87
17.339
21.756
3271.541
781.5
736.2
2.418
842.801
4.434
1.274
208.178
127.058
0.043
1.203
313.716
7348.754
11925
1308.395
8.039
22.898
83.222
10786.9
71.177
146.639
7143
1622.252
0.012
4478.1
105.054
6421.2
187.658
1158.252
54595.687
60.886
11.497
82.989
70.981
757.853
2290.008
145.342
727.693
833.666
91.748
1018.181
0.371
798.929
82.472
140.451
344.499
96.944
1.13
118.392
48.973
1177.438
166.201
78.835
17.108
12.135
72.323
218.803
244.871
1385.982
282.014
140.763
529.354
8677.6
68.207
7.718
676.836
1931.217
7355.9
1497.2
1244.569
26.351
3260.576
5917.124
15727
2520.013
3771.2
18336.894
75.081
234.866
618.827
26286
2163.595
912.224
371.065
7.551
400.534
51.517
70.85
662.082
822.155
1496.372
700.186
13877.402
1860.508
136.835
17539.119
2.653
61.251
7436.6
0.095
0.29
109.338
11911.055
3634.084
4358.1
2203.14
157.272
2069.193
1157.5
1556.618
30.822
0.01
354.947
827.567
1948.728
2470.448
8.018
1676.9
360.959
1.63
1329.855
892.879
9350
166.809
139.223
1935
356.886
1734.683
99.287
89.629
413.699
551.97
151.063
406.486
2616.416
88.571
460.907
9545.4
17.331
373.206
26.06
258.669
5769.605
56.173
5570.4
11.404
81.082
77.832
73.298
898.396
148.921
1032.166
624.212
26108.607
79.711
15.599
885.45
310.714
0.325
155.592
706.329
1.338
287.937
2897.281
1756.418
985.357
759.285
404.17
641.744
21.533
24.401
1723.55
13.272
45.561
119.434
2930.111
20941.324
484.403
31.38
8082
237.08
180.768
19705.069
505.009
6.575
25.032
2626.882
450.952
307.57
6.037
35.636
298.179
134.242
34.017
461.94
927.454
1514.457
15.661
9838.4
2566.392
1984.7
1.858
40.932
0.388
1166.674
836.214
179.18
7227.535
103.61
1777.808
525.749
341.612
613.165
73.747
0.014
237.863
260.169
96.53
10.011
6170.003
772.8
3683.5
547.004
10183.2
1904.218
702.576
739.053
69.632
6325.1
812.524
158089.223
475.556
104.162
20.915
11.571
27.711
0.152
27.87
511.502
3.359
1344.523
23.995
4.022
351.276
10.481
33.623
0.047
3.928
377.989
43.806
189.366
2.511
38.273
35.94
11.784
583.29
30.911
1551.346
1495
1.192
15.464
1454.313
0.15
162.288
75.266
11.513
9016.321
667.398
0.487
1368.389
632.925
0.359
2671.6
2.919
237.088
16.59
25.903
933.838
335.699
22.443
9.717
132.257
10.546
860.8
1301.984
1.283
2451.58
0.82
27950.394
3.026
60.141
5.852
6.175
302.706
2616.907
148.246
560.068
8.176
20.618
15.914
3.635
718.175
1054.442
3763.254
22767
0.268
7372.924
1351.462
215.58
22.936
199.702
8.77
205.267
50.235
39.657
0.019
2082.546
3708.518
48.02
2.539
34.678
460.676
608.326
0.041
0.466
168.147
25.471
1.986
35.585
8803.4
862.668
263.311
1148.231
14.219
7450
39.426
3160.404
78.339
1.179
2306.601
26.072
11.179
33.18
24.577
79440
6.849
5.519
3701
206.565
291.784
4085.581
20.482
75.61
947.83
802.047
1405.4
872.372
60.652
1118.58
0.083
129.255
56.059
2378.972
0.028
28.487
7.862
300.607
216.15
2.43
9.59
134.205
6813
6653
347.089
0.002
0.064
2988.9
52.38
4.511
51.547
208.397
1169.598
612.075
92.045
225.727
14.594
10.188
155.047
13.467
8305
339.695
55332.33
4513.925
11387.787
1086.405
413.5
5829.899
18347.25
1493.8
8401.361
31659.457
45926.785
274454.254
14590.584
20978.803
45892.338
57920
4351
19891.364
4912.214
5315.938
494.993
5925
5551.816
16686.369
2123.045
58625.584
26459.814
23.343
14938.236
1698.791
2.036
11.363
4.601
0.335
2.871
5.994
13.131
13.696
164.032
244.293
1184.378
2956.45
818.8
12629
85.335
2184.303
484.686
16885.394
3.682
412.557
5796.1
103.753
53.926
1307.5
86.16
177.423
0.455
0.101
336.33
35.051
27.99
0.704
626.62
960.171
2.383
0.067
0.978
4130.162
3207.3
16463
28.938
669.42
343.961
104.49
299.343
441.86
2222.864
615
137.232
8236
1846.361
1116.984
4669.1
39.946
24.884
12.017
3.776
228.293
548.485
3199.1
1.429
1018.1
13.051
276.406
10.83
857.808
110.498
104.253
192.997
3681.253
12.634
1.267
13.89
26.601
15.802
7.299
1156.833
176.238
6782
2338.6
42.484
28.255
88.209
3665.308
21.684
3.045
575.195
164.439
5201.501
26.476
70.339
580.087
1171.046
2060.7
4466
7.15
213.423
85.405
433.131
2.222
373015.511
24.133
31.338
111.509
586.028
13.096
2782.7
48.118
31.567
7439
2265.1
401.292
283.746
3404.4
133.105
242.15
490.523
16.928
693.459
195.632
41.119
1453.929
0.147
270.684
3.469
81.394
7
1421.178
15.002
0.6
46.655
1839.4
361.772
61.699
687.864
197.979
3.549
73.785
0.027
4709
2.812
1368.215
0.79
183.4
2.566
15.326
663.945
494.207
5075.39
29.55
10.322
475793.482
467.256
42.413
122.248
335.053
69.58
76.07
4.398
3463.732
660.206
120.01
2631.851
269.264
105.171
11.251
1.145
0.003
2670.163
2.666
168.293
7126.2
663.588
35299
242.33
30.785
1.287
4.055
137.831
21.554
4613
649.076
24.294
61347
344.112
4623.4
0.809
28.76
49.376
0.122
82.538
556.607
642.883
2089.1
1.026
3029.442
27988.046
10.357
74.594
4972
3.887
5.082
807.486
0.469
0.141
11.356
32.834
11079
774.202
14236.449
267.831
1924.4
231.533
553.615
185.553
1144.2
0.149
78.986
31.904
415.158
0.928
0.264
72.524
2675.963
89.248
0.225
14351
1.74
54.8
10596.781
0.679
5.675
1369.633
5
151.401
1.032
3.191
0.259
168.908
336.43
2464.3
1732.4
17435
0.587
17.135
30.648
2068.964
724.973
74.673
215.28
12.495
58.579
787.644
4107.1
400.715
546.892
38.031
529.99
5.279
35.571
747.718
399.992
814.318
636.282
4.758
2666.3
3759.484
25617.658
79.749
1.084
238.091
2474.433
256.915
2463.747
14.645
16.872
245.072
37.782
7458.1
2.66
17.826
6510
844.5
17.899
11079
177.514
1127.703
14.731
7.956
9767
1706.751
290.393
7.951
160
6.003
767.227
1377.8
3.629
1489.892
1478.3
2871
1361
908.437
864.012
3090.542
121.025
971.69
116.374
81.889
273.815
6972.784
5474.7
3056.3
2.423
2293.927
3054
59.135
244.3
77.122
225.308
272.942
15.846
0.536
1922
461.338
487.401
5961
1765.1
17.913
418.886
261.595
263.429
5.546
226.01
1748.837
349.055
1192.68
2507.203
2332.051
370.534
62.796
0.8
750.592
64.525
69.391
10086.07
41.719
368.078
7.987
3.563
5421.4
8530.012
0.109
3.499
62.833
35.02
1292.121
166.485
985.539
47.839
8.573
419.408
33.879
60.881
1.316
1120.8
204.724
8706.8
8.488
3.548
4662.8
224.664
1.8
1034.1
0.11
160.131
2.126
0.379
356.554
183.294
0.003
0.323
157730
467.438
428.925
434.459
0.071
10.665
4.859
1524.811
396.107
42.204
0.093
0.399
239.303
393.678
34.696
1041.033
64.549
1.125
508.2
844.129
24.308
1101.491
0.019
0.363
203.357
10.613
89.594
4627.802
3308.989
13.668
109.94
0.405
1213.987
6.147
2719.9
648.034
16.982
1654.356
2.438
96.545
312.745
23.048
9.355
2398
7.727
94.536
0.948
1.305
0.11
1.369
722.218
1774.971
50.374
780.629
35.392
251.703
390.859
36.528
37.281
0.003
5.644
1162.561
471.3
0.01
441.936
1186.512
315.974
85.641
1.918
5391
600.044
3.428
125.718
208.173
150.52
1.628
44.71
0.546
313.543
90.011
303.993
0.096
247.084
3.477
544.122
10235
13280
1.26
872.423
1431.3
1343.5
48.546
10.161
65.33
0.649
316.186
2.011
31.76
2216.511
74.487
72200
547.245
298.967
67.5
2720.5
1926.8
219.356
22.314
661.881
1591.188
32.027
3.717
59.181
71.836
1388.899
1050.816
42.629
1.053
19.684
689.576
18.582
8985.8
10.002
46.042
0.115
41.513
0.693
259.376
4.073
88.623
633.941
25.738
3282.452
215.71
366.25
103.897
101.342
0.419
17.228
4207.209
641.542
0.947
4.111
2.487
31217
1553.4
6.06
33.012
5997
99.289
43.045
1388.899
952.642
71.183
31.922
1496.079
1.166
0.526
132.85
1.872
934.2
0.021
2082
4647
31.86
1.041
29.882
2520
4200.7
3.318
0.989
0.8
3041.011
34.964
5.894
52.729
1889.83
28.926
589.201
900.727
3.329
165.829
0.777
3550
8.776
615.297
0.359
22.344
1.6
0.46
269.193
1485.765
1.527
2.195
1.999
72.263
0.468
5.22
382.618
1980.732
0.002
1.293
105.747
1189.916
3.931
2.389
88.162
114.421
1169.341
0.348
11.4
22.881
194.32
151.793
25.99
13.652
110.878
194.064
0.05
84.872
91.209
1800.3
27.404
200.974
119.646
78.356
337.436
647.142
0.13
199.234
134.183
282.242
41.119
4815
0.545
4795.9
372.495
2102.019
15.248
224.101
70.999
2013.496
646.549
310.959
102.664
15.104
574.171
240.275
252.533
33.073
536.021
3269.208
2461.502
1758.5
113.892
74.016
0.157
203.036
17.967
17.872
28.181
64.871
1.798
4186
469.932
0.063
6.688
0.633
132.081
0.563
562.723
25.474
344.985
85.551
218.184
27.093
29.502
6.724
202.316
244.75
323.672
12.019
206.84
1.164
0.203
6820
210.092
277.323
2.383
46.766
8.224
0.461
283.672
9.556
41.539
1.093
432.386
39.75
1647.7
1.825
4.873
13.712
93897
43.204
630.631
237.842
0.138
0.057
0.159
57.435
0.012
232.846
320.823
757.488
86.094
5307.414
326.858
47.786
417.652
111.626
4.61
85.627
1498.138
163.112
2.154
4.422
67.406
102.498
318.718
0.029
311.375
0.044
4157.4
12.826
0.146
0.054
3.341
3837
14.743
580
3.694
10.947
7.813
13.374
0.342
19151.455
2.665
0.055
203.033
3310.843
5.538
0.006
17354.071
14737.123
20014.221
449.015
12940.571
160229
119118
7333.291
2325.048
4150.574
905.585
33.6
41848
4934.3
3.039
23601.925
6235
7370.514
3165.24
257.95
2362.36
102115.172
9471.685
3031.816
8497.854
141462
4130.883
2189.166
974.719
124.491
14688
2.369
43195
13957.861
7.48
44.161
19.868
1.511
2.143
12.196
2.743
2.967
2287.9
47.167
685.173
35.465
444.022
481.3
960.71
8576.431
770.739
207.929
0.059
7.724
757.55
6.96
3.578
0.146
3777.833
0.426
1519.635
55.284
4.055
19.983
17.581
70.623
444.919
36573.631
44062
32632
0.012
21.379
2.255
2.52
1200
745.951
2093.5
